NM012|9512|5.49|1
NM015|10356|5.49|1
DJ46|5823|5.79|1
DFA0118|29658|6.49|1
RP014|7736|4.99|1
PR31|5798|5.49|1
OUT1225|24089|5.99|1
KSS1170|16252|3.49|1
LZ442|7060|4.99|1
MT2222CD|25370|0.00|1
FLAP001|29532|5.79|1
66445|19198|5.49|1
R715|7002|4.99|1
DT1645|4426|5.49|1
DJ46|5823|5.79|1
DT1649|26314|5.49|1
MT2222CD|25370|0.00|1
UGA011|27439|4.99|1
ST236|7115|4.99|1
ULTLEG02|16797|5.49|1
MHM004|29899|5.99|1
LOVEMODE001|17422|5.99|1
DJ46|5823|5.49|1
JD777|5624|5.49|1
SOF1001|30350|5.99|1
SIS010|29974|5.99|1
SFD0015|14853|4.99|1
UGA016|30363|5.29|1
DSC89|29702|5.49|1
KNG135|9727|5.99|1
URA012|24033|4.99|1
URA014X|25044|4.99|1
RA3030|26081|4.99|1
EA33189|29853|5.49|1
SVM010|25334|5.29|1
UDC003|24851|5.49|1
ZUKI0255|30345|8.99|1
19751|30366|8.99|1
WES1006|9823|9.99|1
MT2222CD|25370|0.00|1
NBD201112|28067|5.49|1
AMENTI039|30300|5.79|1
AMENTI023|23149|5.49|1
OVM158|16539|4.99|1
SEA047|16917|4.99|1
stilove4music016|29216|5.99|1
KNG169|13729|4.99|1
ZUKI0212|30146|8.99|-1
ASD010|30358|5.99|1
90DS|30422|7.99|1
KSS1263|25952|5.99|1
LDR002|25761|4.79|1
LDR001|25249|4.79|1
FDW1202|24978|5.99|1
SPAT013|28148|5.79|1
RNPT04|30397|6.99|1
ZUKI0212|30146|8.99|1
440976312|26400|5.49|1
VR028|22448|4.79|1
DT1638|1139|5.49|1
VR047|25755|4.79|1
MT2222CD|25370|0.00|1
VR043|24980|5.49|1
VR028|22448|4.79|1
VR048|25809|5.49|1
VR028|22448|5.49|1
ULTLEG02|16797|5.49|1
SDDC024|15823|5.49|1
TRP007|27921|5.79|1
MERX447DJ|14923|6.99|1
GM28|28636|5.79|1
F7971|28176|9.99|1
MDS4013|20776|5.49|1
89927|20030|5.49|1
RA3023|25058|4.99|1
RA3016|23531|4.99|1
4515MG|22415|5.49|1
4Z82790|22942|5.49|1
MERX447DJ|14923|6.99|1
MERX447DJ|14923|6.99|1
PZG34940|24313|11.99|1
WP880|7166|4.99|1
DK4609|24697|5.49|1
DK4609|24697|5.49|1
WET1007|30343|7.99|1
WET1007|30343|7.99|1
ULTLEG02|16797|5.49|1
GK1005|30148|5.99|1
MT2222CD|25370|0.00|1
OM263|24933|4.99|1
WET1007|30343|7.99|1
WES5008|18820|5.99|-1
4Z82790|22942|5.49|-1
WET1007|30343|7.99|1
JJF002|28221|5.49|1
VR047|25755|4.79|1
SPM014|25658|5.79|1
SPM015|26267|5.79|1
SPM016|27136|5.49|1
L1M010|30207|5.79|1
DFA2196|30431|14.49|1
MFL101|23622|5.99|1
PLE65309|30351|5.79|1
PLE65309|30351|5.79|1
MERX447DJ|14923|4.99|1
SOM1262|8645|5.49|1
AES006|29070|5.99|1
CHEZ041|19426|5.49|1
WM50031|4741|5.49|1
WM50062|9503|5.49|1
stilove4music020|30434|5.99|1
WET1007|30343|7.99|1
stilove4music020|30434|5.99|1
WET1007|30343|7.99|1
802|30449|8.99|1
PLE65309|30351|5.79|1
19751|30366|8.99|1
OM269VLP|24543|9.99|1
L1M010|30207|5.79|1
PLE65309|30351|5.79|1
DFA2212|30046|6.49|1
1-470972|26905|9.99|2
VR048|25809|5.49|1
EMM001|28241|5.49|1
NS03|29697|5.79|1
WET1007|30343|7.99|1
SOF1001|30350|5.99|1
RA3024|25112|4.99|1
VR015|20502|5.49|1
TP49|6040|4.99|1
NG085|29435|5.49|1
ULTLEG02|16797|5.49|1
CLOCKSRMX1|17240|4.99|1
AMENTI027|24169|5.49|1
GM30|29870|5.79|1
FLAP002|29843|5.79|1
FLAP001|29532|5.79|1
OM263|24933|4.99|1
AMENTI031|24888|5.49|1
SPAT013|28148|5.79|1
AMENTI034|26834|5.49|1
LINGO005|26217|5.49|1
UGA011|27439|4.99|1
L1M010|30207|5.79|1
WES1006|9823|9.99|1
WET1007|30343|7.99|1
MDS4013|20776|5.49|1
769|20221|5.49|1
MK154|20808|5.49|1
898278|20479|5.49|1
WET1007|30343|7.99|1
KSS1281|28614|5.99|1
KSS1244|24077|13.99|1
PROA914|12742|5.49|1
67967|19598|5.49|1
HP057|19652|5.49|1
PRCLSLP4550|21420|7.99|1
GK1001|29576|5.99|1
MLPS7804|17286|5.49|1
RONG024|29431|5.79|1
stilove4music015|28886|5.99|1
JASPER01|17467|6.99|1
PD13274|17344|5.49|1
T330076|27039|5.49|1
SUN411|25753|5.49|1
DRL11798|25549|7.99|1
RA3022|25057|4.99|1
IRC083|24922|5.49|1
MT2222CD|25370|0.00|1
TS310|3458|8.99|1
DSC128|23098|5.49|1
URA008|23366|4.99|1
ODY004|14792|5.29|1
PJ02|14099|14.49|1
BD902|7189|4.99|1
LEG003|16684|3.99|1
WP1020|19680|5.49|1
MAW077|16043|5.49|1
LARRY07|21616|5.49|1
BENELUX003|14593|5.99|1
BL009|23123|5.49|1
DK4609|24697|5.49|1
NG085|29435|5.49|1
GM30|29870|5.79|1
UGA016|30363|5.29|1
L1M010|30207|5.79|1
TT001|20800|7.99|1
10017|30450|8.99|1
NM005|7397|5.49|1
NM013|9903|5.49|1
NM022|14707|5.49|1
SLT011|24524|5.49|1
stilove4music016|29216|5.99|1
RA510|7003|4.99|1
DC1200|20848|4.99|1
PR1015|27863|5.49|1
JB001|6882|5.49|1
WES5005|11331|6.99|1
EMDS6528|23127|5.49|1
UQ012PT2|30316|5.79|1
TB823|5317|5.49|1
TB831|5295|5.49|1
PRO7045|5119|5.49|1
SH584|17445|5.49|1
DM8|26006|5.49|1
TRP010|29549|5.99|1
DOR001|24489|5.99|1
UPSTAIR002|18331|5.99|1
EA33187|29763|5.49|1
TD804|1672|4.99|1
VMCD9001|12518|9.99|1
SOIL3300/2200|29868|6.99|1
DJ905|2235|5.49|1
TB990|13769|5.49|1
89927|20030|5.49|1
stilove4music020|30434|5.99|1
PR1032|25823|5.49|1
P49804|22477|5.49|1
600268|24498|5.49|1
RNFN01|25904|5.49|1
RPR33|25969|5.49|1
1-470972|26905|9.99|2
GHP001|22712|5.49|1
DFA2212|30046|6.49|1
SFD0037|22765|5.49|1
SFD0035|21731|5.49|1
SFD0015|14853|4.99|1
SFD0007|6757|4.99|1
FR015|23362|5.49|1
AMENTI039|30300|5.79|1
CCD20016|24398|5.49|1
DEX5|23243|5.49|1
SNM01|9548|5.49|1
UGA007|25047|5.29|1
BENELUX003|14593|5.99|1
LD001|30382|5.79|1
VR047|25755|5.49|1
VR048|25809|5.49|1
VR062|27989|5.49|1
LZ442|7060|5.99|1
HR20|26737|5.29|1
DD003|26749|9.99|1
stilove4music020|30434|5.99|1
P660000|29151|8.99|1
VR062|27989|4.79|1
GW12|25653|5.29|1
NOS2|23008|5.29|1
PLE65309|30351|5.79|1
ST236|7115|4.99|1
MR02|9816|4.99|1
MAW089|15106|4.99|1
MAW050PROMO|8175|6.99|1
ADR71|30141|5.79|1
OBJ013|30010|5.79|1
ADR71|30141|5.79|1
SEA037|13196|5.49|1
JJF002|28221|5.49|1
TWL09|28327|4.99|1
SYDLP01|24657|10.49|1
WET1007|30343|7.99|1
SOIL3300/2200|29868|6.99|1
JV607|4773|4.99|1
UGA007|25047|5.29|1
MT2222CD|25370|0.00|1
RM4002|6841|4.99|1
TED706|26009|5.49|1
70019-1|22625|10.99|1
L1M010|30207|5.79|1
UGA016|30363|5.29|1
HTR007|30299|5.49|1
HTR007|30299|5.49|1
1-470972|26905|9.99|1
HTR007|30299|5.49|1
KSS1266|26519|5.99|1
MT2222CD|25370|0.00|1
KSS1271|27774|6.29|1
BIG001|23736|5.49|1
WWW003|22872|5.49|1
IRC069|21311|5.49|1
DT1647|18340|5.49|1
DT1645|4426|5.49|1
stilove4music020|30434|5.99|1
TWL002|24009|4.99|1
URA004|22187|4.99|1
UGA016|30363|5.29|1
DFA2191|25984|6.49|1
KF001|21307|4.99|1
RONG024|29431|5.79|1
20-6502|11802|5.99|1
TS029/028|29742|3.99|1
SNM01|9548|5.49|1
20-1018-1|2008|9.99|1
LARRY04|17440|5.49|1
UGA016|30363|5.29|1
BBT006|93|4.99|1
AES002|24722|5.79|1
TEG76530|25420|9.99|1
DT035|29645|5.49|1
SOLU011|21167|5.49|1
LARRY09|24909|5.49|1
MDS4013|20776|5.49|1
ZUKI0255|30345|8.99|1
ZUKI0212|30146|8.99|1
LA7002|14814|4.99|1
PROA2046|23006|5.49|1
FLAP002|29843|5.79|1
XSS169205|23242|5.49|1
XSS169546|21433|5.49|1
HP074|12733|5.49|1
40996|24395|8.99|1
1-470972|26905|9.99|1
L1M010|30207|5.79|1
GM31|30432|5.79|1
GM31|30432|5.79|1
GM31|30432|5.79|1
GM31|30432|5.79|2
SP1222|30496|11.99|3
TRUFFLE06|24316|5.29|1
VL051|6927|4.99|1
W001|18512|5.29|2
ZUKI4517|30528|8.99|1
MAS933|9009|4.99|1
1-470972|26905|9.99|1
stilove4music017|29542|5.99|1
FLAP001|29532|5.79|1
WT01|30176|6.49|1
UQ022|30284|5.99|1
UQ012PT2|30316|5.79|1
90DS|30422|7.99|1
WW2028|30395|8.99|1
GM31|30432|5.79|1
ZUKI4517|30528|8.99|1
L1M010|30207|5.79|1
WT01|30176|6.49|1
JR4001|29699|5.49|1
SEA029|10068|4.99|1
GM31|30432|5.79|1
ZUKI4517|30528|8.99|1
ITG2001|23209|5.49|1
EA33176|28755|5.49|1
WET1007|30343|7.99|1
MERX447DJ|14923|6.99|1
UGA004|23357|5.29|1
PLE65308|29921|5.79|1
UGA016|30363|5.29|1
GM31|30432|5.79|1
ZUKI4517|30528|8.99|1
GM31|30432|5.79|1
PLE65309|30351|5.79|1
RF001|20513|4.99|1
SL36|25764|5.49|1
73609|25873|5.49|1
VL056|8156|4.99|1
EISH01|23326|4.99|1
RA3010|22711|4.99|1
URBX15|16129|5.49|1
KNG96|5465|6.29|1
KNG89|4698|5.99|1
KNG149|11173|5.99|1
KNG151|11622|5.99|1
UQ019|29647|13.99|1
UQ017|27127|5.99|1
UQ005PT2345|25166|31.99|1
BUM009|27966|5.79|1
TRP006|27182|5.79|1
VMCD9001|12518|9.99|1
20-6502|11802|5.99|1
ASD248|29975|5.49|1
KNG96|5465|6.29|1
SUB31|8009|8.99|1
WPA1|10846|5.49|1
MULTI02|12922|5.49|1
MULTI04|16060|5.29|1
VR050|25985|5.49|1
1121|19738|5.49|5
TRP012|30433|5.79|1
TRP012|30433|5.79|1
SHLT01|25118|5.29|1
ZUKI4517|30528|8.99|1
TRP012|30433|5.79|1
TRP012|30433|5.79|1
WES5009|384|5.99|1
PDS405|22963|5.49|1
SP17185|20913|4.99|1
DMD269|24584|5.49|1
PRL526|22749|5.49|1
PRO7006|1848|5.49|1
67967|19598|5.49|1
86828|22401|5.49|1
DISCO115|30106|5.49|1
TRP012|30433|5.79|1
PR1032|25823|5.49|1
ZNE003|17696|4.99|1
ED1970|22029|5.99|1
TRP012|30433|5.79|2
TRP012|30433|5.79|1
SL18|20187|4.99|1
SL17|19015|4.99|1
YR014|2373|4.99|1
TNT00123|23741|5.99|1
TNT005|23771|5.49|1
40996|24395|8.99|1
TNT004|24419|6.99|1
1-470972|26905|9.99|1
CBS7335339|30416|17.99|3
CR12001|18289|5.29|1
TRP012|30433|5.79|1
RONGCD04|29416|8.99|1
RA3003|19626|4.99|1
VR064P|28080|14.99|1
KSS1280|28325|5.99|1
KSS1284|29235|6.29|1
KSS1236|23441|5.99|1
UGA006|24378|4.99|1
PR1015|27863|5.49|1
MKTL001|29601|5.79|1
SYDLP01|24657|7.49|1
SYD008|29160|0.00|1
MAW805|7821|5.99|1
ULTLEG02|16797|5.49|1
GC04|6501|5.50|1
LWK200901|29567|5.79|1
RONG016|23453|5.99|1
LARRY02|14950|5.49|1
OBJ007|25884|5.79|1
MM24|29745|9.99|1
UGA016|30363|5.29|1
RR2028|21953|5.49|1
KSS1258|25372|5.99|1
TRP007|27921|5.79|1
TRP012|30433|5.79|1
XSS68875|19443|5.49|1
25611|24394|3.99|1
ZUKI4517|30528|8.99|2
DFA2215|30184|6.49|1
stilove4music020|30434|5.99|1
SR12539R|4327|7.99|1
SDDC013|14494|5.49|1
stilove4music014|27979|7.99|1
stilove4music013|27756|5.99|1
MT2222CD|25370|0.00|1
CBS7335339|30416|17.99|2
1-470972|26905|9.99|1
UMD7001|17285|5.49|1
HP025|8819|5.49|1
XSS169546|21433|5.49|1
XSS169205|23242|5.49|1
TRP012|30433|5.79|1
T54228|27968|5.49|1
TRP012|30433|5.79|1
UQ012PT2|30316|5.79|1
WES1006|9823|9.99|1
SYD001|20870|0.00|1
SYD004|22121|4.99|1
TRP012|30433|5.79|1
SYD007|24727|0.00|1
SYL006|24835|4.99|1
SYD003|21243|0.00|1
SYD005|24034|4.99|1
SYD006|24461|4.99|1
GM31|30432|5.79|1
AMENTI034|26834|5.49|1
SP511|29879|5.49|1
WM50095-1|13223|5.49|1
DT012|10818|5.29|1
HTR007|30299|5.49|1
DFA2191|25984|6.49|1
DH005|21585|5.49|1
UGA016|30363|5.29|1
MR02|9816|4.99|1
TRP012|30433|5.79|1
L1M010|30207|5.79|1
TRP007|27921|5.79|1
BL009|23123|5.49|1
SSRLP265|30497|10.99|1
ZUKI4517|30528|8.99|1
DW069|23016|5.49|1
SDDC008|14489|5.49|1
XSS05170|27865|5.49|1
MAD095|29176|7.99|1
WM50125|15585|10.99|1
SIS010|29974|0.00|1
SYD001|20870|0.00|1
SYD007|24727|4.99|1
OBJ011|29297|5.79|1
16301|24391|8.99|1
WHO001|13181|5.49|1
WW2028|30395|8.99|1
SYD001|20870|0.00|1
SYD003|21243|4.99|1
TRP012|30433|5.79|1
L1M010|30207|5.79|1
SYD003|21243|4.99|1
KSS1266|26519|5.99|1
MT2222CD|25370|0.00|1
NM029|18038|5.49|1
KSS1278|28101|12.99|1
SYD004|22121|4.99|1
SYL008|28199|0.00|1
TRP012|30433|5.79|1
SSRLP265|30497|10.99|1
37129|30478|6.99|1
DFA2210|30429|6.49|1
JB001|6882|5.49|1
PZG34940|24313|11.99|1
MLPS7804|17286|5.49|1
K12514|21256|5.49|1
PRL608|23313|5.49|1
NYUD001|21071|5.99|1
DFA2219|29725|6.49|1
DFA2215|30184|6.49|1
GM28|28636|5.79|1
EB87|28582|4.99|1
AMENTI030|24953|5.49|1
OBJ007|25884|5.79|1
KSS1167|16167|11.99|1
SFR0018|14681|9.99|1
I2737|29238|3.99|1
SYL012|29600|5.49|1
UF4|9352|4.99|1
NOS1|23009|5.49|1
WM50087|12007|5.49|1
NGTSHIRTBMED|29623|15.00|1
SYL003|22881|0.00|1
SYD005|24034|4.99|1
PN191|4482|4.99|1
RK755|10849|4.99|1
SYD008|29160|5.29|1
SYD005|24034|0.00|1
SAVE001|25155|5.29|1
IDIB007|30511|7.49|1
SEED031|30549|5.49|1
SYD001|20870|0.00|1
SYD003|21243|0.00|1
SYD005|24034|0.00|1
SYL002|21753|4.99|1
SYDLP01|24657|7.49|1
L4L100|17242|5.99|1
EMDS6515|22812|5.49|1
SYL007|26258|4.99|1
UGA016|30363|5.29|1
ZUKI4517|30528|8.99|1
MT2222CD|25370|0.00|1
EXPLORER101|22478|6.99|1
FSR004|29999|5.49|1
VR012|19613|5.49|1
VR015|20502|5.49|1
IDIB007|30511|7.49|1
WT02|30489|6.49|1
WT02|30489|6.49|1
TRP012|30433|5.79|1
WT02|30489|6.49|1
CL455|16530|5.49|2
SYL008|28199|4.99|1
DHM1000|23093|5.49|1
GHR002|15019|5.29|1
KSS1252|24832|3.49|2
LAR091|17178|4.99|1
SHL1057|27074|5.79|1
CBS7335339|30416|17.99|1
ZUKI0255|30345|8.99|1
DJ5003|6487|4.99|1
PLE65308|29921|5.79|1
KU3318|26250|5.49|1
GM29|29428|5.79|1
GW12|25653|5.29|1
GW09|24507|5.29|1
HE006|24756|5.49|1
RS003|24600|5.49|1
SEA011|7517|3.99|1
MFAS01|27112|8.49|1
SMR006|28882|5.79|1
UQ019|29647|13.99|1
UQ015|25974|5.99|1
SSRLP265|30497|10.99|1
ROXY|12630|6.99|4
PRL612|22303|5.49|1
TS029/028|29742|3.99|1
LC2013|7550|5.50|1
WAR022|3649|5.49|1
AMR11R|27524|7.29|1
HJA8803|15117|5.49|1
78|4513|4.99|1
FLAP001|29532|5.79|1
HGM002|28913|5.79|1
SYL007|26258|0.00|1
SYL006|24835|0.00|1
SYL012|29600|5.49|1
SYD003|21243|4.99|1
REEDIT05|28669|5.99|1
GROOVIA004|28794|6.29|1
OVM193|28826|5.99|1
NMLP013|14060|9.99|1
SYD001|20870|0.00|1
SYL003|22881|0.00|1
SYD004|22121|4.99|1
SYD003|21243|4.99|1
74279|28890|5.99|1
TRP012|30433|5.79|1
TRP012|30433|5.79|1
SYDLP01|24657|7.49|1
SYL012|29600|0.00|1
SYL007|26258|0.00|1
SYDLP01|24657|7.49|1
WES5001|381|7.99|1
WES22141|4022|19.99|1
AS11408|26664|5.49|1
SYDLP01|24657|7.49|1
SYL007|26258|0.00|1
TX117|23811|5.49|1
TWL08|27885|4.99|1
EA33183|29386|5.49|2
TP49|6040|4.99|1
STA0082|24174|5.49|1
SYD001|20870|0.00|1
SYL004|23168|0.00|1
SYL002|21753|4.99|1
SYD004|22121|4.99|1
DT1650|28776|5.79|1
JD889|10207|5.49|1
WT02|30489|6.49|1
DV9052|30491|5.49|1
DFA2209|30430|6.49|1
90DS|30422|7.99|1
SYL003|22881|0.00|1
DFA2214US|30428|6.49|1
DFA2212|30046|6.49|1
SYD008|29160|5.29|1
SEED031|30549|5.49|1
WES2001-2|6204|14.99|1
VMCD9001|12518|9.99|1
RA3037|27757|4.99|1
NM003|6714|5.49|1
UQ016PT2|29842|5.99|1
GB090|29434|4.99|1
SYL012|29600|5.49|1
WT02|30489|6.49|1
WT02|30489|6.49|1
NBD20104|24368|5.49|1
SP17137|28464|5.49|1
SPAT017|30037|5.79|1
MT2222CD|25370|0.00|1
RWK54373|25298|5.49|1
PROA882|12745|5.49|1
FT003|29867|5.99|1
SP12040|21308|5.49|1
STA0082|24174|5.49|1
D137|23005|5.49|1
TRP012|30433|5.79|1
DT1645|4426|5.49|1
DT1647|18340|5.49|1
MT2222CD|25370|0.00|1
LARRY08|22665|5.49|1
BRH014|15957|5.99|1
SS033/34|29389|6.49|1
VS502|7053|4.99|1
CBS7335339|30416|17.99|1
BALD002|30364|12.99|1
ZUKI4517|30528|8.99|1
VR413|19735|18.99|1
GK1000|29575|5.99|1
GK1002|29701|5.99|1
GK1003|29713|5.99|1
GK1005|30148|5.99|1
FC40658|23495|9.99|1
RM4002|6841|4.99|1
TEG76530|25420|9.99|1
TEG3319|29568|14.99|1
RA3005|19967|4.99|1
RA3025|25760|4.99|1
SCM016|28824|5.79|1
LCCD2001|4341|9.99|1
ZUKI4517|30528|8.99|1
ZUKI0255|30345|8.99|3
ZUKI0212|30146|8.99|3
VMCD9001|12518|9.99|1
SSCD3|18216|11.99|1
IDIB007|30511|7.49|1
CHS25PDJ|25161|5.49|1
20178|24977|5.49|1
4311138|24124|5.49|1
KSS1252|24832|3.49|1
ROASO1|27129|8.49|1
HJK001|23450|5.29|1
VR059|26983|5.99|1
PLE65309|30351|5.79|1
LARRY11|30099|5.49|1
90DS|30422|7.99|1
OVM181|24591|5.49|1
EXPLORER101|22478|6.99|1
HP038|8740|5.49|1
OSF24|23079|5.49|1
RA3033|27239|4.99|1
EA33185|29475|5.49|1
755461|30570|6.99|1
VR014|20264|5.49|1
868209|22302|5.49|1
GET002|4269|4.99|1
SNM01|9548|5.49|1
LSD25|28439|11.99|1
487478|26770|12.99|1
ZUKI0212|30146|8.99|1
UC001|15428|4.99|1
TRP012|30433|5.79|1
96537|19597|5.49|1
UGA016|30363|5.29|1
RA3024|25112|4.99|1
W0218|30583|8.99|1
BIG001|23736|5.49|1
WES5009|384|5.99|1
W0218|30583|8.99|1
W0218|30583|8.99|1
20-9006-1|2694|5.99|1
20-9004-1|2699|3.99|1
20-9008-1|2710|6.10|1
SS019IJ|18215|5.99|1
SS020|20743|6.49|1
PLE65303|28163|13.99|1
PLE65301/CMP006|27769|5.79|1
TX104|23774|5.49|1
TX117|23811|5.49|1
SDDC013|14494|5.49|1
AES001|24901|5.79|1
EXPLORER101|22478|6.99|1
W0218|30583|8.99|1
PCR02|27984|5.99|1
RA3025|25760|4.99|1
SNM01|9548|5.49|1
HP106|13707|5.49|1
DT1647|18340|5.49|1
MT2222CD|25370|0.00|1
SPL42/SPC42|24055|5.49|1
SPL40|24073|5.49|1
SEED031|30549|5.49|1
MERX447DJ|14923|6.99|1
W0218|30583|8.99|1
V46812|29740|11.99|1
WES5011|19761|6.99|1
